,ID,date,dept,annee_const,hauteur,etages,mat_murs,mat_toits,nb_angles,surface_bati_dur,surface_bati_leger,surface_parcelle,nb_bati_dur,nb_bati_leger,NbPieces
3832,3049137,25/10/2019,86,1930,3.9,2,15,10,8,392.5,133.7,1652.984275,2,1,6p et plus
7752,1799696,19/01/2016,62,1913,8.4,2,40,10,6,200,0,273.5917691,1,0,4p
4056,1120160,24/02/2018,36,1955,5.4,2,56,23,7,185.9,0,1413.885259,1,0,4p
1615,1864750,27/04/2017,56,2006,5.3,2,50,20,7,103.8,0,954.7352439,1,0,4p
6369,269565,04/08/2020,13,2007,4.2,1,50,10,9,93.7,0,94.19213961,1,0,4p
12699,1314638,30/06/2015,47,1982,4.3,2,14,10,14,75.7,0,112.8196922,1,0,6p et plus
6041,2664040,01/03/2018,87,1830,4.7,2,10,10,20,100.3,0,890.8321819,1,0,5p
8393,1256751,27/11/2019,35,1953,5.6,2,14,20,6,88.8,0,1827.801611,1,0,3p
4741,1613731,28/07/2016,56,1983,8.3,2,10,20,11,134,0,1171.982611,2,0,4p
10654,1257638,31/05/2018,40,1979,4.7,2,40,10,7,83,3.3,638.5342027,1,1,5p
7195,2302297,27/01/2020,94,1925,4.3,1,14,10,7,157.3,0,645.6707597,1,0,3p
5419,377864,09/09/2015,16,2009,3.2,1,10,10,8,159.3,0,727.3636378,1,0,2p et moins
2905,34295,30/09/2020,2,1977,5.2,1,30,10,5,166.2,0,2294.686727,2,0,5p
3279,1163928,11/06/2019,33,2003,3,1,40,10,17,85.2,0,804.8171794,1,0,4p
12348,1522443,06/01/2020,62,2008,4.8,2,4,1,7,84.9,0,436.7107095,1,0,4p
3914,76549,20/05/2019,3,1900,3.4,1,13,10,5,102.4,0,456.0933134,1,0,3p
5547,1355781,15/10/2020,56,1979,3,2,50,20,15,107.3,0,544.1324467,1,0,6p et plus
7359,973919,28/02/2019,31,1988,4.8,1,49,19,8,208.3,17.2,851.8687381,1,1,4p
3672,1970167,17/02/2020,82,1984,7.3,2,45,10,20,98.4,0,1346.826711,1,0,5p
9365,2198928,08/01/2020,91,1965,8.3,2,24,10,10,119.3,0,1252.803571,1,0,5p
6702,2471367,29/05/2015,91,1977,3.2,1,90,10,10,64.4,0,553.3394559,1,0,4p
3740,3277296,06/07/2017,95,1956,4.6,2,40,10,9,172.5,0,671.359541,2,0,4p
4062,1329299,30/09/2015,47,1980,3.9,1,40,10,6,136.3,0,1193.836825,1,0,5p
13307,326561,29/01/2020,17,1953,3.5,1,50,10,5,101.2,0,732.5376407,1,0,3p
11079,2496605,18/12/2019,72,1999,4.3,2,30,10,11,110.3,0,1103.891673,1,0,6p et plus
8116,1915696,25/03/2019,54,1950,3.7,2,20,10,7,140.1,0,919.4243148,1,0,4p
8944,1537831,19/09/2016,52,1985,3.9,2,50,10,7,45.4,0,45.28316219,1,0,6p et plus
5623,1392251,12/12/2017,40,1984,4,2,40,10,8,151,0,415.4015226,2,0,5p
11998,1453521,05/07/2019,40,1958,5.4,1,40,10,9,121,0,499.1069743,1,0,6p et plus
14318,884576,02/11/2015,33,1850,8.7,2,16,10,21,141.8,0,727.3057927,1,0,6p et plus
8308,1970755,26/07/2017,59,1950,12.5,4,40,10,5,41.4,0,41.83057366,1,0,6p et plus
603,2519357,06/02/2017,76,2002,4.5,2,50,10,11,334,0,7515.518431,2,0,5p
337,2346349,31/10/2019,69,1983,4.3,2,50,10,6,61.5,0,247.1775979,1,0,4p
11066,539558,23/05/2016,22,1995,4.6,2,50,20,9,117.6,0,251.7381293,2,0,3p
11606,2533145,28/10/2016,86,1966,3.8,2,20,29,5,234.4,0,234.4248269,1,0,6p et plus
9179,1566652,05/07/2019,44,1928,6.4,2,10,10,11,102.6,0,602.8091417,2,0,3p
7743,56412,28/05/2015,3,1976,5.9,2,40,2,7,140.4,13.3,1255.172362,1,1,6p et plus
6876,937350,18/08/2016,33,2014,6.7,1,0,0,15,27.7,0,28.20632608,1,0,6p et plus
5603,1686377,19/06/2015,62,1978,4.6,1,30,10,5,70.6,0,429.9362078,1,0,4p
3085,10501,23/12/2019,1,1800,4.1,1,90,10,7,146.1,0,290.9259306,1,0,3p
8564,1025534,21/08/2019,31,1973,3,1,40,10,9,162.4,0,2811.733488,2,0,6p et plus
1849,1548746,28/03/2017,44,1960,5.5,2,50,90,10,101.4,0,606.5848295,1,0,5p
304,1596567,21/02/2020,65,1800,8.1,2,19,10,8,109.1,0,869.1643097,1,0,5p
11905,416515,07/05/2018,17,1994,4.5,1,50,10,10,247.1,0,986.7761698,2,0,5p
4151,570398,04/08/2020,30,1987,3.1,1,90,10,13,117.9,0,910.8158972,1,0,5p
3516,1918461,26/09/2017,59,1900,3,2,40,10,13,136.3,0,939.6672629,1,0,3p
2943,2875426,28/03/2019,82,2007,3,1,40,10,7,193.8,0,1072.085259,1,0,4p
1922,454619,27/06/2018,17,2009,3.7,1,40,10,5,103.6,0,163.2423489,1,0,5p
14187,817070,18/01/2017,29,1973,3,2,50,20,9,95,0,322.0790108,1,0,4p
12966,106934,04/06/2015,6,2003,4,1,50,10,5,169.2,43.1,1846.832051,1,1,5p
1846,2198249,08/10/2019,62,1900,11.9,3,40,30,20,159.5,12,444.6389831,1,1,6p et plus
5373,1003115,25/01/2018,34,2004,5.1,1,50,10,27,90.2,5.4,630.7457162,1,1,6p et plus
5009,2651983,23/07/2015,95,1973,4.2,1,40,10,7,37,0,65.57441229,1,0,4p
6422,858594,09/07/2015,33,1924,5.5,2,15,10,9,132.8,0,132.9807992,1,0,4p
14532,832119,20/06/2019,28,1914,3.8,1,10,10,8,173.5,0,174.0259096,1,0,2p et moins
14011,339573,12/02/2016,14,1800,5.8,2,20,10,7,186.7,0,1810.403522,1,0,2p et moins
4774,655495,26/07/2019,22,1964,4.7,1,45,20,5,454.8,27.8,1217.836986,1,1,4p
10237,1760887,11/02/2016,60,1900,5.3,2,14,10,5,28.9,0,223.8109026,1,0,3p
612,2375172,25/04/2017,72,1986,3,1,90,10,9,93.9,0,758.1521147,1,0,5p
2746,2834445,06/07/2016,95,1900,7.5,3,20,10,11,128.4,0,424.1287681,1,0,6p et plus
14621,3033126,10/08/2017,91,1970,9.6,2,34,10,5,194.6,0,518.4180943,1,0,5p
13386,2108169,05/03/2015,77,1900,3,1,10,10,7,357.1,0,294.554699,1,0,2p et moins
10727,1297567,19/01/2017,37,1849,7.3,2,0,0,13,197.1,0,1001.090465,2,0,2p et moins
127,637804,26/03/2019,22,1880,7.9,2,0,0,10,126.9,0,224.7828297,2,0,5p
5213,3126840,20/10/2017,92,1928,5.8,2,24,10,9,133.9,0,786.4388148,1,0,5p
5434,2637240,18/10/2016,91,1800,3.3,2,10,10,7,112.6,0,644.284738,2,0,3p
3492,31908,26/06/2015,2,1923,3.8,1,40,10,13,68.4,0,412.2089215,2,0,4p
6570,835209,20/05/2020,36,1985,4.6,1,50,10,5,101.4,26.8,262.3489857,1,1,3p
11616,2325602,07/03/2016,79,1930,4.7,1,15,20,15,76.4,7.4,356.4515419,1,1,4p
14424,2118753,14/06/2017,63,1969,5.4,2,50,10,5,243.2,0,259.5879755,2,0,4p
7960,801314,16/01/2018,30,1989,3,1,20,10,15,381.9,0,382.5954915,1,0,5p
2358,2084459,28/08/2020,86,2008,4.7,1,30,10,7,78.6,0,493.7807224,1,0,6p et plus
1474,1999652,23/04/2019,58,1972,6.3,2,43,20,7,104.9,0,928.0732874,1,0,5p
1004,799472,09/08/2019,26,2005,7.6,1,20,10,14,222.2,250.5,2625.220144,1,1,6p et plus
6368,669830,13/11/2019,22,1900,9.3,2,12,20,12,121.4,0,141.9344934,1,0,6p et plus
6235,345073,20/05/2020,17,1634,5.9,1,10,10,6,120.8,0,122.7276528,2,0,5p
10127,2226769,18/12/2015,80,1920,5.4,2,40,20,5,290.2,0,693.1862125,2,0,4p
9085,199975,16/11/2015,10,1944,3.8,2,40,10,9,310.5,0,243.4689262,1,0,4p
8640,957145,30/07/2018,33,1978,3.6,1,40,10,7,91.2,0,422.9309957,1,0,4p
11046,564484,13/07/2019,18,1976,3.7,1,45,10,7,237.1,0,237.1511042,1,0,5p
3936,230695,24/10/2016,11,1875,11.6,2,10,10,5,149.4,0,846.1800224,1,0,3p
10895,1316990,05/02/2016,44,2010,4,1,50,10,7,78.4,0,1455.127291,1,0,5p
384,2804211,17/07/2018,92,1926,3.6,2,24,90,9,145.4,0,768.1532709,2,0,5p
158,2005821,29/11/2019,58,1930,5.4,2,10,10,5,68.1,0,67.43476791,1,0,4p
7356,1886394,16/02/2018,62,1924,6.4,2,40,10,6,119.8,0,2103.033463,2,0,3p
5784,717152,12/09/2018,29,1990,6.3,2,50,20,9,617.5,90.2,25355.96883,2,1,5p
11142,1714473,29/04/2016,59,1979,3.9,1,39,10,6,94.3,0,1100.874749,1,0,5p
7226,2316369,17/06/2020,94,1931,5,2,0,0,22,59.6,0,59.64195965,1,0,4p
12541,2357312,11/12/2020,95,1950,4.3,1,40,10,7,142.8,0,259.9840709,2,0,2p et moins
14448,3046156,30/06/2017,91,1977,4.1,2,9,10,6,57.1,0,220.2469869,1,0,5p
10145,1807484,29/09/2017,54,1957,5.6,2,35,13,6,140.3,0,751.010949,1,0,5p
6125,1199822,17/05/2019,34,1997,4.1,1,30,10,10,126.3,0,1080.837774,1,0,3p
864,1939341,06/04/2018,63,1980,4.1,2,50,10,7,81,0,387.4896967,1,0,5p
10276,2497942,27/01/2017,76,1890,8,2,40,20,8,245.6,0,1304.472657,1,0,6p et plus
14728,2793558,05/10/2016,94,1910,3,1,40,10,9,128.1,0,193.8739009,1,0,3p
10338,2656066,10/01/2017,78,1860,5.1,2,20,10,6,130.5,0,578.6193771,1,0,3p
4632,627875,05/06/2015,27,1985,4.1,2,50,90,17,101.9,0,111.3671739,2,0,5p
13455,291371,27/11/2015,13,1996,4.9,2,90,10,10,49.4,0,48.6568793,1,0,4p
758,1748684,24/03/2020,74,2002,5.7,2,36,1,5,148.8,0,264.0654912,1,0,4p
9579,2057591,24/07/2015,76,1980,3,2,50,10,9,81.9,0,310.0456633,2,0,5p
6233,1281605,22/04/2016,43,1900,9.1,2,10,10,7,84,0,460.2127888,1,0,2p et moins
4189,160575,05/08/2016,7,1956,5.8,2,10,10,5,43.7,0,42.42935411,1,0,4p
145,1208885,02/09/2016,40,1985,3.3,1,14,10,7,31.2,0,31.39003253,1,0,4p
2497,1217061,24/01/2020,50,1780,4,2,19,12,7,45,0,572.7330765,1,0,3p
8020,462527,13/06/2016,18,1922,4.3,2,20,10,7,215.6,0,672.5192933,1,0,4p
9822,1857035,07/12/2018,60,1982,3.7,1,30,10,10,216.3,0,975.4757155,1,0,4p
11080,2662544,13/05/2019,77,1900,6.1,2,10,20,11,67.2,0,67.72075871,1,0,2p et moins
1164,1309,04/03/2016,1,1980,4.5,2,20,10,5,461,0,1485.372933,1,0,6p et plus
11181,2556424,20/07/2016,87,1900,6.1,2,15,10,13,35.8,0,35.97456958,1,0,3p
8366,2139591,27/03/2018,72,1938,5.5,2,40,10,6,94.2,0,255.2868051,1,0,3p
9083,1253572,16/03/2016,42,1989,3,1,23,10,11,123.4,0,617.053722,1,0,5p
8182,2248299,30/12/2016,77,1850,4.6,2,10,10,5,177.8,0,177.9763512,1,0,2p et moins
1619,2150,29/03/2018,1,1978,4.9,1,30,10,7,121.9,0,550.8445374,2,0,4p
5476,2026830,20/04/2018,66,1968,3.6,1,45,10,11,137.2,8.2,346.9555161,1,1,4p
3253,270742,15/09/2020,13,2003,5.1,1,30,10,14,99.3,0,655.8107483,1,0,5p
1253,689080,28/05/2016,28,1985,4.6,2,50,10,9,103.3,0,484.68544,1,0,4p
6346,1834772,08/06/2015,69,1991,4.9,2,50,10,11,149,32.3,866.2280765,2,1,4p
3568,2382530,08/12/2017,72,1955,6.1,1,34,10,5,63.4,15.1,510.1260714,1,1,4p
4397,1775021,13/03/2015,66,1920,6.8,1,39,10,10,106.4,0,501.3493436,1,0,3p
8252,1666444,01/07/2016,59,1904,5.1,2,40,10,8,129.7,0,355.4658466,2,0,3p
9486,2729798,03/11/2016,93,1920,4.5,2,40,10,7,207.5,0,494.5798002,1,0,4p
7946,510084,30/06/2015,22,1926,7,2,10,20,23,150,18.9,484.0802523,1,1,4p
2397,1093347,02/09/2015,38,1847,6.6,2,90,10,6,270.4,32.7,698.2813898,1,1,3p
5289,501627,20/05/2016,21,1927,4.7,1,15,10,5,126.5,0,603.2392554,1,0,5p
7783,1871268,31/07/2015,69,1980,3.4,1,50,10,10,106.6,0,75.01889851,1,0,5p
13141,3258143,13/10/2017,95,1977,6.4,2,30,10,9,76.5,0,421.183688,1,0,5p
14875,1243825,19/08/2015,44,1880,3,1,15,10,10,89.6,0,522.3066016,1,0,3p
1327,725235,06/11/2020,33,1872,9.2,2,10,10,9,158,0,300.9359328,2,0,6p et plus
2426,2491761,15/04/2019,72,2002,3.7,2,30,10,9,115.2,0,593.8637993,1,0,4p
989,1251603,09/07/2015,44,1870,5.9,2,10,20,6,101.3,25.5,204.7819591,1,1,4p
10728,2498926,30/11/2018,82,1981,7.7,2,40,10,19,181.5,0,329.8125245,1,0,4p
13955,629813,14/12/2015,27,1973,3.5,1,40,10,5,75.2,0,230.4874027,1,0,5p
14948,2331538,26/08/2019,66,2013,3,2,40,10,10,60.4,0,88.74255161,2,0,4p
8522,1917901,12/05/2016,66,1992,3.3,1,50,10,12,75.9,0,94.95286978,1,0,3p
9997,84278,26/06/2017,4,1962,5.2,1,40,10,5,69.1,0,103.0468315,1,0,2p et moins
5745,1091906,27/04/2018,35,2003,4.1,2,50,20,8,111.2,0,457.6586441,1,0,5p
12789,2700594,29/11/2017,80,2007,5.7,2,60,10,7,85.7,0,822.9631871,2,0,3p
1681,1448106,29/07/2020,59,1928,6.8,2,40,10,7,39.9,0,39.67403037,1,0,3p
349,2531303,28/11/2018,83,2000,3,1,50,10,11,83.9,14.7,447.2803393,2,1,3p
5965,1754487,29/05/2018,59,1969,4.1,2,40,10,9,204.6,0,390.1339427,2,0,2p et moins
65,1280651,20/12/2017,37,1900,5.5,3,20,20,9,129.4,0,1506.8087,1,0,4p
14219,1566529,17/10/2017,44,2001,6.6,1,5,9,5,150,0,260.3652907,2,0,2p et moins
5323,871754,04/07/2018,31,1982,3,1,40,10,5,72.6,0,206.1170766,1,0,5p
9641,2029027,13/01/2016,71,1700,6.4,2,10,10,6,136.4,0,1087.435925,1,0,2p et moins
2750,1988449,26/08/2016,69,1800,8.5,2,0,0,8,67.7,0,151.7479017,1,0,3p
6314,2486538,18/07/2016,85,1800,6.4,2,10,10,9,249.8,0,3317.815239,1,0,3p
7291,2008792,22/07/2016,69,2003,6.7,2,12,10,7,65.2,9.2,164.169225,1,1,5p
2098,844490,24/08/2020,37,2008,7.1,1,35,90,NA,87,366,453.318081,1,1,4p
3422,1251467,26/08/2019,35,1973,3,2,50,20,7,249.1,14.1,1504.920356,2,1,5p
559,322598,12/06/2020,17,1999,3,1,50,10,15,182.2,0,1569.938084,2,0,5p
8612,166065,16/11/2017,6,1986,6.2,2,30,10,9,136.3,0,628.6357513,2,0,5p
9108,899067,10/01/2020,40,2000,4.1,1,34,13,9,122.1,0,260.50941,1,0,5p
3195,2597776,23/08/2017,77,1998,4.8,2,30,10,9,69.5,9.4,328.4988677,1,1,5p
8045,520835,29/05/2020,28,2005,6,2,3,1,5,134.3,0,881.3699242,1,0,3p
1471,917043,28/08/2020,40,1982,3.9,2,40,10,13,508.6,0,2227.424084,1,0,6p et plus
8606,1807008,15/02/2018,59,2008,4,2,34,10,7,90.9,0,325.2197975,1,0,6p et plus
1952,1122451,14/12/2016,37,1800,5.6,2,90,90,13,61.1,0,311.3437699,1,0,3p
4084,991635,13/03/2015,35,1700,4,1,10,20,6,102.3,0,252.9055119,1,0,2p et moins
4693,1033579,04/11/2016,34,1910,9,3,19,10,5,121.2,0,965.2485665,1,0,2p et moins
1027,2393223,10/08/2016,82,2010,3,1,40,10,7,202.9,0,1179.842675,2,0,5p
6263,1865573,15/06/2017,56,1981,4.8,1,50,20,7,188.3,0,4776.25697,2,0,6p et plus
12248,1027481,23/04/2018,34,1984,3.6,1,50,10,15,166,21.3,593.8789282,2,1,3p
6708,1773017,18/07/2016,61,1800,5.2,2,40,20,5,60.3,0,98.76667257,1,0,4p
3117,2512466,14/12/2016,85,2007,4,1,30,13,9,140.1,9.2,3471.498789,1,1,4p
12762,2153552,08/06/2016,74,1969,4.1,2,60,90,8,157,0,2298.594086,1,0,5p
10181,3028459,05/09/2019,85,1880,5.4,1,10,10,11,117,0,157.1244119,1,0,2p et moins
8903,1343977,22/05/2020,56,1958,7.1,2,40,20,7,142.2,0,1507.941737,1,0,2p et moins
4717,2938874,11/01/2018,95,1964,7.9,2,40,10,5,81,0,319.1557855,2,0,5p
12396,3147191,01/03/2019,90,1976,4.7,2,30,40,7,187.4,0,318.8114932,2,0,6p et plus
3999,3067192,25/02/2019,87,1979,5.9,2,39,10,5,143.3,0,564.2401446,2,0,6p et plus
9912,2835379,25/07/2016,95,1930,3,1,45,10,7,62,0,150.519804,1,0,3p
6415,212441,07/11/2016,10,1850,3,1,90,10,5,134.7,52,334.1836449,1,1,4p
10185,1057700,07/07/2016,35,1992,3.8,2,90,20,6,65.8,0,292.1976549,1,0,5p
10205,278397,25/06/2019,11,1982,6.1,2,40,10,10,121.6,0,1230.759052,1,0,4p
12858,1003035,26/02/2020,44,1935,4.7,2,10,10,8,50.6,4.9,107.8536719,1,1,6p et plus
1122,2631678,18/03/2016,91,1999,5.7,1,30,10,5,1146.4,0,4332.573994,1,0,2p et moins
2538,2661457,14/09/2016,92,1935,8.4,4,40,10,9,116.4,0,379.109359,2,0,4p
7746,1584074,09/12/2015,59,1957,7,2,40,10,5,60.9,0,734.4922706,2,0,4p
11338,3152212,08/01/2019,91,1957,5.9,2,24,10,11,106.3,0,605.5289229,2,0,4p
12864,928479,31/01/2020,41,1889,4.1,1,20,10,5,76.3,0,226.1488132,1,0,2p et moins
7571,77365,15/03/2017,3,1925,5,2,90,10,12,228.9,0,4807.424173,1,0,5p
9124,717705,04/12/2019,24,1700,6.8,3,50,10,8,120.8,0,437.6427204,1,0,3p
3217,1963000,31/03/2017,59,1955,7.5,2,15,13,5,45.2,0,243.4982234,1,0,5p
12427,1531802,02/08/2018,49,1933,7,2,13,10,13,81.4,0,206.3220433,1,0,6p et plus
5764,841986,22/12/2017,29,1900,6.1,1,10,20,13,142.4,0,840.9818564,1,0,5p
489,2806852,18/09/2019,79,1850,5.6,1,20,10,8,99.8,0,422.0143161,1,0,4p
3729,1449796,31/03/2018,45,1880,7,1,10,10,10,160.9,0,361.597947,1,0,3p
12866,3182649,26/12/2019,91,1957,4.9,2,24,10,5,55.5,0,207.8585125,1,0,5p
13630,2017618,23/01/2017,60,1800,4.9,2,90,20,12,418,0,406.6519893,1,0,4p
1691,2147942,29/06/2015,78,1981,5.9,2,90,10,11,102.2,0,160.1549807,2,0,6p et plus
11821,1636198,13/12/2018,53,1975,5.8,2,59,90,7,86.9,0,445.8953143,1,0,2p et moins
9420,1792225,11/08/2020,76,2016,4.2,1,35,2,5,128.4,7.7,987.4318324,1,1,5p
3782,2959076,07/07/2017,88,1952,3.8,2,13,10,5,106.7,0,587.7127862,1,0,6p et plus
12895,728614,20/12/2017,26,1890,3.8,2,10,10,6,152.5,3.9,691.7850773,1,1,5p
14262,2507052,05/10/2017,76,2001,3.9,2,30,10,7,151.1,0,643.3371181,1,0,5p
1825,2121486,14/05/2019,60,1900,5.5,2,10,10,6,92.2,0,637.6945806,1,0,5p
6916,1818537,08/12/2020,77,2007,6.3,2,40,10,13,197.3,5.9,737.2486527,2,1,4p
11874,65410,23/04/2016,3,1970,7.6,1,34,13,7,204.6,64,1193.880423,2,1,3p
9517,1843198,21/10/2015,69,1919,9.4,2,90,10,11,147.7,0,844.9673739,2,0,6p et plus
12612,2521702,02/08/2017,76,1937,3.6,1,49,20,8,475.1,0,2621.15684,2,0,6p et plus
6882,1387178,29/08/2017,40,2006,3.8,1,40,10,24,120.3,0,768.5497668,1,0,5p
14363,2287729,27/03/2018,77,1972,5.6,2,30,10,NA,108.5,10.9,1322.744752,1,1,6p et plus
10316,681203,28/08/2018,27,1976,4.6,1,50,10,5,274.3,0,2848.374852,1,0,5p
7421,2914942,14/03/2018,94,1952,6.2,1,20,10,8,19.3,0,58.91902199,1,0,2p et moins
11730,907154,22/11/2019,29,1975,7.1,2,50,20,5,8.7,0,2736.433686,1,0,6p et plus
14224,570086,31/03/2018,22,1965,5,1,51,20,9,328.5,0,3965.273159,2,0,4p
10114,421661,03/07/2020,22,1925,5.1,2,10,20,11,47,0,47.06071598,1,0,5p
6757,656255,17/09/2020,33,1892,9.1,1,10,10,12,85.8,0,311.5037197,1,0,4p
3282,1621832,25/04/2019,44,1958,5.2,1,50,20,5,102.5,0,161.5439057,2,0,4p
8395,2336357,01/04/2015,85,1976,4.4,1,50,10,7,40.8,0,43.12139096,1,0,5p
13346,1793539,23/10/2019,49,1690,3.8,1,10,20,13,89.5,13.8,621.4066348,1,1,4p
8973,1114633,07/05/2015,40,1850,4.5,1,40,10,13,138.1,6,542.0406339,1,1,3p
1813,336410,26/05/2018,13,2002,4,2,40,10,7,160.9,0,1533.944412,1,0,4p
7201,1038171,08/11/2019,31,1971,6.4,1,46,10,5,41.6,0,156.502275,1,0,5p
12453,1343509,02/11/2016,44,2000,4.3,1,40,10,9,141.7,0,791.8099016,1,0,3p
12432,1436376,02/02/2018,45,1972,4,1,10,10,7,155.3,0,252.5448519,1,0,6p et plus
3170,1793219,16/10/2020,76,1750,5.4,1,49,29,7,85.9,0,650.6992567,2,0,3p
10482,3031696,23/06/2017,91,1964,6.1,2,23,30,6,86.8,0,201.4990524,1,0,5p
10745,2578188,18/04/2015,93,1961,5.7,1,90,30,8,33.3,0,32.73376667,1,0,4p
13587,259638,18/05/2018,12,1985,6,2,20,20,9,231.7,0,458.3688401,1,0,4p
6334,2104281,18/07/2019,59,1865,5.5,2,34,13,14,96.2,0,366.8614401,1,0,4p
11784,1446635,29/07/2016,49,2008,3,2,50,20,13,131.5,0,1199.625189,2,0,6p et plus
7536,940613,02/09/2020,41,1981,3.7,2,50,10,7,80.5,0,80.44722322,1,0,5p
6531,2179232,02/03/2020,91,1956,3.3,1,50,10,7,92,3.4,839.0517564,1,1,4p
9079,1429331,17/03/2015,52,2009,4,1,50,10,9,113.7,0,148.4838396,1,0,3p
7918,2448553,31/01/2019,71,1979,6.1,2,40,10,9,37.2,0,36.26619836,1,0,6p et plus
88,579279,21/09/2019,18,1956,4.1,1,90,90,12,113.1,0,554.9743775,1,0,4p
401,2109978,03/08/2015,77,1900,7.3,2,20,20,5,81.6,0,632.0356639,1,0,3p
942,1119016,18/07/2016,37,1981,3.9,1,30,10,7,217.1,41.5,1561.014378,2,1,4p
1338,791949,15/05/2020,35,1998,4.1,2,30,20,14,123.2,7.4,606.0913776,1,1,6p et plus
9041,1722547,13/06/2020,72,2006,4.2,1,90,10,5,74.1,0,2433.225174,1,0,4p
13612,3011355,25/08/2017,91,1972,7.9,2,45,10,7,91.1,0,120.3716685,1,0,5p
13752,850558,03/07/2020,37,2010,3.3,1,50,20,10,110.9,0,579.3711369,1,0,4p
3283,271276,29/06/2016,13,1936,5.8,1,5,10,15,255.6,0,815.5112269,2,0,4p
2360,2380461,28/08/2015,86,2012,3.7,1,90,10,9,227.3,0,252.9853892,1,0,4p
14236,1201586,05/07/2019,34,1860,7.5,2,10,10,13,87.9,0,105.2844402,1,0,3p
5053,1890810,06/09/2018,62,1958,6.1,2,40,90,NA,77.9,0,96.32280825,1,0,5p
7282,3097073,14/03/2017,92,1926,6.8,2,14,10,9,145.1,0,579.7776898,1,0,6p et plus
7016,1653121,28/03/2015,61,1989,3.7,1,50,10,14,205.7,0,409.8317701,1,0,6p et plus
9388,34993,23/11/2020,2,1880,6.6,2,14,19,23,175.5,0,3637.617092,1,0,2p et moins
7981,926260,22/04/2016,33,2004,4.5,1,4,1,15,114.8,0,545.4973529,1,0,4p
10408,2998163,15/03/2017,90,1959,3.7,1,50,10,5,213.7,0,3488.212942,2,0,4p
14484,296878,06/09/2019,11,2011,3,1,50,10,12,113.2,0,677.7550515,1,0,4p
1196,1384271,28/06/2017,40,1880,4.7,1,10,10,5,199.4,0,469.179621,1,0,2p et moins
6529,523713,08/10/2020,28,1913,6.8,3,40,20,17,3.3,148.2,698.7177189,1,1,5p
12880,1954566,18/05/2020,80,2002,5.9,2,39,10,7,110.8,0,812.6027955,1,0,5p
4037,1119639,01/08/2016,37,1979,3.4,2,35,20,5,92,0,172.8414389,1,0,6p et plus
9007,2903340,07/07/2017,86,1977,3.5,2,30,10,5,190.8,0,318.8079952,1,0,6p et plus
7663,1673131,10/07/2015,62,1880,8.4,2,40,10,14,113.8,0,698.2262381,1,0,6p et plus
12774,2251618,29/12/2018,76,1928,3,1,60,30,11,133.3,0,144.6935212,1,0,3p
3930,2571894,02/04/2015,93,1923,3.2,1,40,10,7,96.2,9,393.8385182,1,1,3p
11717,188367,29/01/2016,9,1670,9.1,3,10,10,7,91.4,0,93.68336971,1,0,4p
10053,525023,03/04/2018,21,1987,4.8,2,50,10,7,71.6,0,63.82216435,1,0,6p et plus
2704,2848729,17/05/2018,93,1924,5,2,34,10,10,87.7,0,447.3952265,1,0,5p
3838,2111511,12/10/2015,77,1997,3.6,2,90,10,12,130,0,308.6314837,1,0,6p et plus
13107,1651932,05/07/2018,54,1999,3,1,50,10,9,96.3,0,662.8180087,1,0,4p
10410,1665643,27/05/2016,59,1900,7.2,3,40,10,7,112.4,0,1295.923999,2,0,6p et plus
12370,3219065,23/02/2017,94,2005,6.5,2,50,10,7,201.8,23.8,1510.467327,1,1,5p
1200,1735901,23/05/2018,58,1964,7.2,2,20,10,11,26.9,0,27.52002041,1,0,5p
4812,745118,26/02/2020,34,1900,8.5,2,10,10,7,222.5,0,630.1691722,1,0,2p et moins
3480,2492295,24/11/2015,91,1957,3.2,1,90,20,5,69.7,0,429.8884468,1,0,2p et moins
9373,1275501,23/08/2017,37,1986,3.4,1,50,20,7,258.2,10.9,1412.806625,2,1,6p et plus
12167,655331,07/09/2018,26,2013,6.8,1,60,90,9,343.3,10.9,1844.932328,2,1,6p et plus
13059,2811048,28/11/2019,79,1863,8.4,2,12,10,12,69.1,0,196.4452891,2,0,4p
13010,1322737,24/07/2015,47,1964,3,1,45,10,5,159.3,0,271.0452394,2,0,5p
25,1903632,09/12/2020,78,1972,4.8,2,50,10,5,75.4,0,329.9756689,2,0,4p
10743,2598700,24/08/2018,85,0,5.3,1,50,10,27,82.2,0,1392.155922,1,0,5p
11078,2161370,28/12/2016,74,2013,7.4,2,14,10,9,134.6,0,3391.436243,1,0,5p
8364,1355344,02/11/2016,44,1985,6.4,2,50,20,17,80.7,0,604.1644231,1,0,2p et moins
12030,1768818,19/08/2020,76,2001,3.8,2,50,10,10,16.5,0,16.4813689,1,0,5p
1098,697340,02/02/2016,28,1983,4.4,2,50,10,9,61.5,0,536.1916862,2,0,5p
14972,1917380,03/10/2018,62,1992,3.7,1,30,10,8,160.6,0,1013.689753,1,0,4p
14409,688754,29/09/2018,27,1982,4.3,2,69,20,8,95.1,0,773.9057402,1,0,3p
9366,1890155,09/11/2017,56,1957,3.5,2,15,20,7,211.2,0,695.6020717,1,0,4p
5106,1557855,03/04/2015,59,2002,3.3,2,40,10,9,197.1,0,1455.124193,1,0,5p
11587,1649294,24/09/2020,69,1821,9.3,3,10,10,7,111.4,11.3,872.6123403,2,1,2p et moins
589,520809,13/06/2020,28,1958,4.8,1,20,20,5,385.9,0,1630.263915,1,1,4p
